user_id,wall_count,daily_posts,3_day_posts,week_posts,month_posts,two_week_posts
54777472,149.0,0.0,38.0,40.0,40.0,40.0
429589018,355.0,0.0,38.0,40.0,40.0,40.0
93087064,2899.0,0.0,38.0,40.0,40.0,40.0
381239668,3744.0,0.0,38.0,40.0,40.0,40.0
94167066,10473.0,0.0,38.0,40.0,40.0,40.0
8601799,2984.0,0.0,38.0,40.0,40.0,40.0
137595964,3254.0,0.0,38.0,40.0,40.0,40.0
12919446,8206.0,10.0,36.0,40.0,40.0,40.0
3384129,1144.0,8.0,36.0,40.0,40.0,40.0
8537524,6715.0,8.0,36.0,40.0,40.0,40.0
102747535,12877.0,4.0,36.0,40.0,40.0,40.0
20232838,19227.0,0.0,36.0,40.0,40.0,40.0
107637371,2599.0,18.0,34.0,40.0,40.0,40.0
104803164,22.0,10.0,34.0,40.0,40.0,40.0
318143902,5727.0,10.0,34.0,40.0,40.0,40.0
2111321,12418.0,8.0,34.0,40.0,40.0,40.0
45047363,15899.0,8.0,34.0,40.0,40.0,40.0
49381030,1668.0,4.0,34.0,40.0,40.0,40.0
324485,10854.0,4.0,34.0,40.0,40.0,40.0
16769488,8484.0,4.0,34.0,40.0,40.0,40.0
10742697,4450.0,2.0,34.0,40.0,40.0,40.0
317816206,2621.0,0.0,34.0,40.0,40.0,40.0
125275622,8516.0,0.0,34.0,40.0,40.0,40.0
5330740,5925.0,0.0,34.0,40.0,40.0,40.0
18335403,13527.0,12.0,32.0,40.0,40.0,40.0
15582892,18007.0,10.0,32.0,40.0,40.0,40.0
42734205,4046.0,8.0,32.0,40.0,40.0,40.0
4531014,139.0,6.0,32.0,40.0,40.0,40.0
114222909,5589.0,6.0,32.0,40.0,40.0,40.0
99113233,14403.0,4.0,32.0,40.0,40.0,40.0
135874855,3618.0,4.0,32.0,40.0,40.0,40.0
113322662,2064.0,4.0,32.0,40.0,40.0,40.0
16252236,4753.0,4.0,32.0,40.0,40.0,40.0
4814272,16618.0,2.0,32.0,40.0,40.0,40.0
83354547,17232.0,2.0,32.0,40.0,40.0,40.0
74458495,2724.0,2.0,32.0,40.0,40.0,40.0
98498096,11180.0,0.0,32.0,40.0,40.0,40.0
3079086,6093.0,16.0,30.0,40.0,40.0,40.0
2950993,2036.0,14.0,30.0,40.0,40.0,40.0
219864,6042.0,12.0,30.0,40.0,40.0,40.0
1108806,910.0,10.0,30.0,40.0,40.0,40.0
84902945,4126.0,10.0,30.0,40.0,40.0,40.0
64099249,874.0,8.0,30.0,40.0,40.0,40.0
378226372,656.0,8.0,30.0,40.0,40.0,40.0
131025745,6299.0,6.0,30.0,40.0,40.0,40.0
212271545,2709.0,6.0,30.0,40.0,40.0,40.0
14741928,5560.0,4.0,30.0,40.0,40.0,40.0
272896456,1852.0,4.0,30.0,40.0,40.0,40.0
25246057,40253.0,2.0,30.0,40.0,40.0,40.0
21276147,4826.0,2.0,30.0,40.0,40.0,40.0
204986028,13956.0,2.0,30.0,40.0,40.0,40.0
146165112,2274.0,2.0,30.0,40.0,40.0,40.0
256253337,1386.0,0.0,30.0,40.0,40.0,40.0
10370464,11888.0,0.0,30.0,40.0,40.0,40.0
137377954,4026.0,0.0,30.0,40.0,40.0,40.0
64130998,6055.0,0.0,30.0,40.0,40.0,40.0
20303136,14744.0,0.0,30.0,40.0,40.0,40.0
239734485,96.0,0.0,30.0,40.0,40.0,40.0
124700,5343.0,20.0,28.0,40.0,40.0,40.0
22544678,25983.0,12.0,28.0,40.0,40.0,40.0
48206922,2447.0,10.0,28.0,40.0,40.0,40.0
18509354,13187.0,8.0,28.0,40.0,40.0,40.0
4306239,5681.0,8.0,28.0,40.0,40.0,40.0
35037389,11062.0,6.0,28.0,40.0,40.0,40.0
1670042,17316.0,6.0,28.0,40.0,40.0,40.0
13234013,1253.0,6.0,28.0,40.0,40.0,40.0
86156945,2570.0,4.0,28.0,40.0,40.0,40.0
25096139,2698.0,4.0,28.0,40.0,40.0,40.0
43270458,5358.0,2.0,28.0,40.0,40.0,40.0
40280862,17293.0,2.0,28.0,40.0,40.0,40.0
7410089,3736.0,2.0,28.0,40.0,40.0,40.0
55693555,6828.0,2.0,28.0,40.0,40.0,40.0
997434,18804.0,0.0,28.0,40.0,40.0,40.0
12417251,627.0,0.0,28.0,40.0,40.0,40.0
31188549,12278.0,0.0,28.0,40.0,40.0,40.0
35975817,14212.0,0.0,28.0,40.0,40.0,40.0
13968196,7309.0,0.0,28.0,40.0,40.0,40.0
497466,1388.0,0.0,28.0,40.0,40.0,40.0
9260498,6870.0,6.0,26.0,40.0,40.0,40.0
20228830,31518.0,6.0,26.0,40.0,40.0,40.0
150340919,8159.0,6.0,26.0,40.0,40.0,40.0
94477824,204.0,4.0,26.0,40.0,40.0,40.0
20840570,985.0,4.0,26.0,40.0,40.0,40.0
20473997,10020.0,4.0,26.0,40.0,40.0,40.0
447637747,439.0,4.0,26.0,40.0,40.0,40.0
12500651,5148.0,2.0,26.0,40.0,40.0,40.0
168521060,5355.0,2.0,26.0,40.0,40.0,40.0
165588730,697.0,2.0,26.0,40.0,40.0,40.0
187547225,5098.0,0.0,26.0,40.0,40.0,40.0
366397046,1066.0,0.0,26.0,40.0,40.0,40.0
253660976,588.0,0.0,26.0,40.0,40.0,40.0
38028076,3904.0,0.0,26.0,40.0,40.0,40.0
124832451,6437.0,0.0,26.0,40.0,40.0,40.0
38631066,5190.0,0.0,26.0,40.0,40.0,40.0
52747058,1758.0,0.0,26.0,40.0,40.0,40.0
90526665,528.0,22.0,24.0,40.0,40.0,40.0
5162211,2200.0,20.0,24.0,40.0,40.0,40.0
232646501,2303.0,12.0,24.0,40.0,40.0,40.0
257359422,2253.0,8.0,24.0,40.0,40.0,40.0
248974,4112.0,8.0,24.0,40.0,40.0,40.0
121834262,3627.0,6.0,24.0,40.0,40.0,40.0
43562014,2729.0,6.0,24.0,40.0,40.0,40.0
150852410,17676.0,6.0,24.0,40.0,40.0,40.0
8973158,3834.0,4.0,24.0,40.0,40.0,40.0
18915650,3285.0,4.0,24.0,40.0,40.0,40.0
77591204,3392.0,4.0,24.0,40.0,40.0,40.0
54349200,1623.0,4.0,24.0,40.0,40.0,40.0
195321,4709.0,2.0,24.0,40.0,40.0,40.0
34640215,1457.0,2.0,24.0,40.0,40.0,40.0
21554067,1738.0,2.0,24.0,40.0,40.0,40.0
3697891,4081.0,2.0,24.0,40.0,40.0,40.0
2992074,1518.0,2.0,24.0,40.0,40.0,40.0
299106621,107.0,2.0,24.0,40.0,40.0,40.0
472598,13958.0,2.0,24.0,40.0,40.0,40.0
158101797,5220.0,2.0,24.0,40.0,40.0,40.0
2067448,2676.0,0.0,24.0,40.0,40.0,40.0
328753240,2811.0,0.0,24.0,40.0,40.0,40.0
174275500,4329.0,0.0,24.0,40.0,40.0,40.0
224084317,3720.0,0.0,24.0,40.0,40.0,40.0
155052921,4306.0,0.0,24.0,40.0,40.0,40.0
262322558,62.0,0.0,24.0,40.0,40.0,40.0
11173280,7063.0,0.0,24.0,40.0,40.0,40.0
141721607,1090.0,0.0,24.0,40.0,40.0,40.0
104546567,761.0,12.0,22.0,40.0,40.0,40.0
57898464,241.0,10.0,22.0,40.0,40.0,40.0
4342559,11226.0,10.0,22.0,40.0,40.0,40.0
94702997,15191.0,8.0,22.0,40.0,40.0,40.0
1975113,471.0,6.0,22.0,40.0,40.0,40.0
109016216,10541.0,6.0,22.0,40.0,40.0,40.0
21050117,6302.0,4.0,22.0,40.0,40.0,40.0
228550,9189.0,4.0,22.0,40.0,40.0,40.0
12794507,14528.0,4.0,22.0,40.0,40.0,40.0
13510662,25.0,2.0,22.0,40.0,40.0,40.0
1579185,5397.0,2.0,22.0,40.0,40.0,40.0
189302605,808.0,2.0,22.0,40.0,40.0,40.0
240921092,2346.0,2.0,22.0,40.0,40.0,40.0
83048773,4131.0,2.0,22.0,40.0,40.0,40.0
34924145,1949.0,2.0,22.0,40.0,40.0,40.0
80923378,5901.0,2.0,22.0,40.0,40.0,40.0
99109689,3030.0,2.0,22.0,40.0,40.0,40.0
20854581,3811.0,2.0,22.0,40.0,40.0,40.0
16392729,3111.0,0.0,22.0,40.0,40.0,40.0
35943882,2030.0,0.0,22.0,40.0,40.0,40.0
37661849,9147.0,0.0,22.0,40.0,40.0,40.0
151498529,4761.0,0.0,22.0,40.0,40.0,40.0
21675064,5490.0,0.0,22.0,40.0,40.0,40.0
166818120,6880.0,0.0,22.0,40.0,40.0,40.0
4196690,6699.0,6.0,20.0,40.0,40.0,40.0
19632105,418.0,6.0,20.0,40.0,40.0,40.0
4696049,4301.0,6.0,20.0,40.0,40.0,40.0
413843293,1177.0,4.0,20.0,40.0,40.0,40.0
57198411,561.0,4.0,20.0,40.0,40.0,40.0
26489322,1776.0,4.0,20.0,40.0,40.0,40.0
65108518,3622.0,4.0,20.0,40.0,40.0,40.0
379567961,653.0,4.0,20.0,40.0,40.0,40.0
47468762,11285.0,4.0,20.0,40.0,40.0,40.0
394343,2885.0,4.0,20.0,40.0,40.0,40.0
175102415,3958.0,4.0,20.0,40.0,40.0,40.0
1727182,3621.0,4.0,20.0,40.0,40.0,40.0
87251288,2800.0,4.0,20.0,40.0,40.0,40.0
138745112,4463.0,2.0,20.0,40.0,40.0,40.0
450895917,226.0,2.0,20.0,40.0,40.0,40.0
144974740,4471.0,2.0,20.0,40.0,40.0,40.0
259152708,597.0,2.0,20.0,40.0,40.0,40.0
230420297,1437.0,0.0,20.0,40.0,40.0,40.0
148521968,2945.0,0.0,20.0,40.0,40.0,40.0
135467511,4055.0,6.0,18.0,40.0,40.0,40.0
120944983,4389.0,6.0,18.0,40.0,40.0,40.0
7493371,2164.0,4.0,18.0,40.0,40.0,40.0
176545180,1315.0,4.0,18.0,40.0,40.0,40.0
33452420,3064.0,4.0,18.0,40.0,40.0,40.0
2363411,11287.0,2.0,18.0,40.0,40.0,40.0
692217,3142.0,2.0,18.0,40.0,40.0,40.0
48315616,9856.0,2.0,18.0,40.0,40.0,40.0
61972959,1518.0,2.0,18.0,40.0,40.0,40.0
113721964,5582.0,2.0,18.0,40.0,40.0,40.0
272811,12278.0,0.0,18.0,40.0,40.0,40.0
393635,14031.0,0.0,18.0,40.0,40.0,40.0
12495788,2379.0,0.0,18.0,40.0,40.0,40.0
12981551,2971.0,0.0,18.0,40.0,40.0,40.0
11908953,6019.0,0.0,18.0,40.0,40.0,40.0
12858241,2325.0,0.0,18.0,40.0,40.0,40.0
89039210,1455.0,0.0,18.0,40.0,40.0,40.0
36556594,11758.0,0.0,18.0,40.0,40.0,40.0
29700255,3672.0,0.0,18.0,40.0,40.0,40.0
34769060,2169.0,0.0,18.0,40.0,40.0,40.0
2864298,6380.0,6.0,16.0,40.0,40.0,40.0
47252750,4777.0,4.0,16.0,40.0,40.0,40.0
275487855,2620.0,4.0,16.0,40.0,40.0,40.0
51538070,29935.0,4.0,16.0,40.0,40.0,40.0
267636008,154.0,4.0,16.0,40.0,40.0,40.0
20528989,3678.0,4.0,16.0,40.0,40.0,40.0
48447516,821.0,4.0,16.0,40.0,40.0,40.0
360688413,1312.0,2.0,16.0,40.0,40.0,40.0
29638501,6269.0,2.0,16.0,40.0,40.0,40.0
184879951,99.0,0.0,16.0,40.0,40.0,40.0
282445795,1037.0,0.0,16.0,40.0,40.0,40.0
228075002,2414.0,0.0,16.0,40.0,40.0,40.0
33644609,4390.0,0.0,16.0,40.0,40.0,40.0
142570571,36067.0,0.0,16.0,40.0,40.0,40.0
54584381,10941.0,6.0,14.0,40.0,40.0,40.0
171365377,1319.0,4.0,14.0,40.0,40.0,40.0
11227979,2539.0,2.0,14.0,40.0,40.0,40.0
4461168,4275.0,2.0,14.0,40.0,40.0,40.0
15261431,7980.0,2.0,14.0,40.0,40.0,40.0
12537087,47404.0,10.0,12.0,40.0,40.0,40.0
3915003,9706.0,6.0,12.0,40.0,40.0,40.0
15009392,4723.0,4.0,12.0,40.0,40.0,40.0
177990192,5971.0,4.0,12.0,40.0,40.0,40.0
294675,11009.0,2.0,12.0,40.0,40.0,40.0
9423439,668.0,2.0,12.0,40.0,40.0,40.0
162882102,16499.0,0.0,12.0,40.0,40.0,40.0
12381819,1061.0,0.0,12.0,40.0,40.0,40.0
38062306,4738.0,0.0,12.0,40.0,40.0,40.0
40688249,9895.0,0.0,12.0,40.0,40.0,40.0
2690255,360.0,0.0,12.0,40.0,40.0,40.0
67727223,3910.0,0.0,12.0,40.0,40.0,40.0
96189102,368.0,0.0,12.0,40.0,40.0,40.0
768733,18271.0,0.0,12.0,40.0,40.0,40.0
6616434,1967.0,0.0,12.0,40.0,40.0,40.0
150807462,5211.0,2.0,10.0,40.0,40.0,40.0
137113187,1787.0,0.0,10.0,40.0,40.0,40.0
48276,1131.0,0.0,10.0,40.0,40.0,40.0
138409550,14365.0,0.0,10.0,40.0,40.0,40.0
57303590,7937.0,0.0,10.0,40.0,40.0,40.0
344416601,62.0,0.0,10.0,40.0,40.0,40.0
21275744,1604.0,0.0,8.0,40.0,40.0,40.0
63908072,663.0,0.0,8.0,40.0,40.0,40.0
1033633,2160.0,0.0,8.0,40.0,40.0,40.0
56793964,5850.0,0.0,8.0,40.0,40.0,40.0
13035221,7856.0,0.0,8.0,40.0,40.0,40.0
1263578,11925.0,2.0,4.0,40.0,40.0,40.0
83007769,3329.0,2.0,2.0,40.0,40.0,40.0
3934500,28833.0,0.0,2.0,40.0,40.0,40.0
22718979,6479.0,0.0,2.0,40.0,40.0,40.0
69878259,1481.0,0.0,2.0,40.0,40.0,40.0
96272247,212.0,0.0,2.0,40.0,40.0,40.0
52874957,3796.0,0.0,0.0,40.0,40.0,40.0
237389860,3284.0,0.0,0.0,40.0,40.0,40.0
24974608,13665.0,0.0,0.0,40.0,40.0,40.0
136244835,1842.0,0.0,0.0,40.0,40.0,40.0
76563731,3550.0,38.0,38.0,38.0,40.0,38.0
41451787,124970.0,38.0,38.0,38.0,40.0,40.0
40327872,72314.0,36.0,38.0,38.0,40.0,38.0
117751896,18292.0,32.0,38.0,38.0,40.0,40.0
247962894,13366.0,22.0,38.0,38.0,40.0,38.0
34664542,12878.0,22.0,38.0,38.0,40.0,40.0
179708863,4269.0,22.0,38.0,38.0,40.0,40.0
337607950,3705.0,22.0,38.0,38.0,40.0,38.0
47706343,4114.0,22.0,38.0,38.0,40.0,40.0
309425156,10035.0,18.0,38.0,38.0,40.0,38.0
78323398,19018.0,16.0,38.0,38.0,40.0,38.0
7656559,20602.0,14.0,38.0,38.0,40.0,40.0
13321413,3787.0,14.0,38.0,38.0,40.0,40.0
197920,36883.0,14.0,38.0,38.0,40.0,40.0
140519319,26886.0,12.0,38.0,38.0,40.0,40.0
38599330,6916.0,10.0,38.0,38.0,40.0,38.0
5045881,917.0,10.0,38.0,38.0,40.0,38.0
76732507,6130.0,10.0,38.0,38.0,40.0,38.0
379447094,3290.0,8.0,38.0,38.0,40.0,40.0
63252856,5264.0,6.0,38.0,38.0,40.0,40.0
32129745,9129.0,6.0,38.0,38.0,40.0,40.0
84800425,22867.0,6.0,38.0,38.0,40.0,40.0
2682374,2181.0,6.0,38.0,38.0,40.0,38.0
18056614,6074.0,6.0,38.0,38.0,40.0,40.0
25808388,8923.0,6.0,38.0,38.0,40.0,38.0
224771589,5231.0,6.0,38.0,38.0,40.0,40.0
143015711,10407.0,4.0,38.0,38.0,40.0,40.0
56374060,6049.0,4.0,38.0,38.0,40.0,40.0
195519496,1980.0,4.0,38.0,38.0,40.0,40.0
46682891,32481.0,4.0,38.0,38.0,40.0,38.0
11667021,6476.0,2.0,38.0,38.0,40.0,40.0
19594233,9429.0,2.0,38.0,38.0,40.0,40.0
39947867,14809.0,2.0,38.0,38.0,40.0,40.0
30031409,449.0,0.0,38.0,38.0,40.0,40.0
3322391,1240.0,0.0,36.0,38.0,40.0,38.0
7047251,7619.0,0.0,36.0,38.0,40.0,40.0
14419833,967.0,10.0,34.0,38.0,40.0,40.0
157218342,5064.0,6.0,32.0,38.0,40.0,40.0
16940278,6695.0,6.0,32.0,38.0,40.0,40.0
39320580,3659.0,2.0,32.0,38.0,40.0,40.0
23824039,7299.0,2.0,32.0,38.0,40.0,38.0
97030793,300.0,8.0,30.0,38.0,40.0,38.0
80897597,24241.0,6.0,30.0,38.0,40.0,38.0
353458487,124.0,4.0,30.0,38.0,40.0,38.0
48036730,101.0,4.0,30.0,38.0,40.0,40.0
5189959,7227.0,2.0,30.0,38.0,40.0,38.0
286500485,7174.0,2.0,30.0,38.0,40.0,38.0
4947667,1315.0,2.0,30.0,38.0,40.0,40.0
3441665,19661.0,0.0,30.0,38.0,40.0,40.0
370114510,552.0,0.0,30.0,38.0,40.0,40.0
1524399,8870.0,0.0,30.0,38.0,40.0,40.0
2790497,31675.0,0.0,28.0,38.0,40.0,38.0
440059411,334.0,0.0,28.0,38.0,40.0,40.0
38009900,8133.0,8.0,26.0,38.0,40.0,40.0
50110436,5667.0,6.0,26.0,38.0,40.0,40.0
6630493,11498.0,4.0,26.0,38.0,40.0,40.0
4442615,5030.0,2.0,26.0,38.0,40.0,40.0
222865663,2834.0,0.0,26.0,38.0,40.0,40.0
102939286,1797.0,0.0,26.0,38.0,40.0,40.0
41320976,30260.0,16.0,24.0,38.0,40.0,40.0
292966,9524.0,6.0,24.0,38.0,40.0,38.0
19611360,10569.0,4.0,24.0,38.0,40.0,40.0
6831636,3630.0,2.0,24.0,38.0,40.0,40.0
69595954,7398.0,0.0,24.0,38.0,40.0,40.0
49640149,5532.0,0.0,24.0,38.0,40.0,38.0
1376263,7982.0,6.0,22.0,38.0,40.0,40.0
19301329,5923.0,6.0,22.0,38.0,40.0,40.0
66469152,5780.0,4.0,22.0,38.0,40.0,40.0
154293888,4578.0,0.0,22.0,38.0,40.0,40.0
4252890,1767.0,0.0,22.0,38.0,40.0,40.0
3174835,6900.0,6.0,20.0,38.0,40.0,40.0
12861828,6621.0,6.0,20.0,38.0,40.0,40.0
5328727,55.0,6.0,20.0,38.0,40.0,40.0
178974223,1252.0,4.0,20.0,38.0,40.0,40.0
154145069,8984.0,4.0,20.0,38.0,40.0,38.0
1288757,5674.0,4.0,20.0,38.0,40.0,40.0
